"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"Alaska",1997,"Natural","Active/Suppressed",0.05,17
"Alaska",1997,"Natural","Active/Suppressed",2,52
"Alaska",1997,"Natural","Active/Suppressed",22,60
"Alaska",1997,"Natural","Active/Suppressed",80,23
"Alaska",1997,"Natural","Active/Suppressed",262.5,23
"Alaska",1997,"Natural","Active/Suppressed",1214,23
"Alaska",1997,"Natural","Active/Suppressed",5000,24
"Alaska",1997,"Natural","Unknown",2,1
"Alaska",1998,"","False Alarm",NA,6
"Alaska",1998,"","Prescribed fire",2,1
"Alaska",1998,"","Prescribed fire",22,1
"Alaska",1998,"","Prescribed fire",80,1
"Alaska",1998,"","Prescribed fire",1214,1
"Alaska",1998,"","Prescribed fire",NA,3
"Alaska",1998,"","Support action/Assist fire",2,1
"Alaska",1998,"","Support action/Assist fire",22,1
"Alaska",1998,"","Support action/Assist fire",NA,29
"Alaska",1998,"Human","Active/Suppressed",0.05,27
"Alaska",1998,"Human","Active/Suppressed",2,8
"Alaska",1998,"Human","Active/Suppressed",22,4
"Alaska",1998,"Human","Active/Suppressed",262.5,2
"Alaska",1998,"Human","Support action/Assist fire",NA,12
"Alaska",1998,"Human","Unknown",0.05,15
"Alaska",1998,"Human","Unknown",2,3
"Alaska",1998,"Human","Unknown",80,1
"Alaska",1998,"Natural","Active/Suppressed",0.05,1
"Alaska",1998,"Natural","Active/Suppressed",2,17
"Alaska",1998,"Natural","Active/Suppressed",22,18
"Alaska",1998,"Natural","Active/Suppressed",262.5,4
"Alaska",1998,"Natural","Active/Suppressed",5000,2
"Alaska",1998,"Natural","Natural out",2,1
"Alaska",1999,"","False Alarm",NA,19
"Alaska",1999,"","Prescribed fire",0.05,1
"Alaska",1999,"","Prescribed fire",2,2
"Alaska",1999,"","Prescribed fire",NA,6
"Alaska",1999,"","Support action/Assist fire",2,1
"Alaska",1999,"","Support action/Assist fire",NA,33
"Alaska",1999,"Human","Active/Suppressed",0.05,22
"Alaska",1999,"Human","Active/Suppressed",2,14
"Alaska",1999,"Human","Active/Suppressed",22,4
"Alaska",1999,"Human","Active/Suppressed",80,2
"Alaska",1999,"Human","Active/Suppressed",262.5,2
"Alaska",1999,"Human","Active/Suppressed",1214,1
"Alaska",1999,"Human","Active/Suppressed",5000,1
"Alaska",1999,"Human","False Alarm",NA,4
"Alaska",1999,"Human","Natural out",2,2
"Alaska",1999,"Human","Prescribed fire",22,1
"Alaska",1999,"Human","Prescribed fire",262.5,1
"Alaska",1999,"Human","Support action/Assist fire",2,2
"Alaska",1999,"Human","Support action/Assist fire",80,1
"Alaska",1999,"Human","Support action/Assist fire",1214,2
"Alaska",1999,"Human","Support action/Assist fire",5000,1
"Alaska",1999,"Human","Support action/Assist fire",NA,1
"Alaska",1999,"Human","Unknown",0.05,6
"Alaska",1999,"Human","Unknown",2,3
"Alaska",1999,"Human","Unknown",22,1
"Alaska",1999,"Natural","Active/Suppressed",0.05,2
"Alaska",1999,"Natural","Active/Suppressed",2,43
"Alaska",1999,"Natural","Active/Suppressed",22,35
"Alaska",1999,"Natural","Active/Suppressed",80,11
"Alaska",1999,"Natural","Active/Suppressed",262.5,21
"Alaska",1999,"Natural","Active/Suppressed",1214,17
"Alaska",1999,"Natural","Active/Suppressed",5000,30
"Alaska",1999,"Natural","Natural out",2,4
"Alaska",1999,"Natural","Natural out",22,2
"Alaska",1999,"Natural","Natural out",262.5,1
"Alaska",1999,"Natural","Support action/Assist fire",5000,1
"Alaska",1999,"Natural","Support action/Assist fire",NA,2
"Alaska",1999,"Natural","Unknown",2,1
"Alaska",2000,"","False Alarm",NA,6
"Alaska",2000,"","Prescribed fire",2,1
"Alaska",2000,"","Prescribed fire",22,2
"Alaska",2000,"","Support action/Assist fire",NA,43
"Alaska",2000,"Human","Active/Suppressed",0.05,17
"Alaska",2000,"Human","Active/Suppressed",2,21
"Alaska",2000,"Human","Active/Suppressed",22,7
"Alaska",2000,"Human","Active/Suppressed",262.5,2
"Alaska",2000,"Human","Active/Suppressed",5000,2
"Alaska",2000,"Human","Support action/Assist fire",0.05,1
"Alaska",2000,"Human","Support action/Assist fire",NA,5
"Alaska",2000,"Human","Unknown",0.05,6
"Alaska",2000,"Human","Unknown",2,2
"Alaska",2000,"Natural","Active/Suppressed",0.05,7
"Alaska",2000,"Natural","Active/Suppressed",2,30
"Alaska",2000,"Natural","Active/Suppressed",22,11
"Alaska",2000,"Natural","Active/Suppressed",80,6
"Alaska",2000,"Natural","Active/Suppressed",262.5,14
"Alaska",2000,"Natural","Active/Suppressed",1214,8
"Alaska",2000,"Natural","Active/Suppressed",5000,21
"Alaska",2000,"Natural","Support action/Assist fire",NA,4
"Alaska",2000,"Natural","Unknown",0.05,1
"Alaska",2001,"","False Alarm",NA,4
"Alaska",2001,"","Prescribed fire",2,5
"Alaska",2001,"","Prescribed fire",22,2
"Alaska",2001,"","Prescribed fire",NA,2
"Alaska",2001,"","Support action/Assist fire",NA,55
"Alaska",2001,"Human","Active/Suppressed",0.05,27
"Alaska",2001,"Human","Active/Suppressed",2,35
"Alaska",2001,"Human","Active/Suppressed",22,6
"Alaska",2001,"Human","Active/Suppressed",80,3
"Alaska",2001,"Human","Active/Suppressed",262.5,3
"Alaska",2001,"Human","Active/Suppressed",1214,3
"Alaska",2001,"Human","Active/Suppressed",5000,2
"Alaska",2001,"Human","Prescribed fire",2,1
"Alaska",2001,"Human","Support action/Assist fire",NA,6
"Alaska",2001,"Human","Unknown",0.05,6
"Alaska",2001,"Human","Unknown",2,1
"Alaska",2001,"Human","Unknown",1214,1
"Alaska",2001,"Natural","Active/Suppressed",0.05,3
"Alaska",2001,"Natural","Active/Suppressed",2,7
"Alaska",2001,"Natural","Active/Suppressed",22,5
"Alaska",2001,"Natural","Active/Suppressed",80,1
"Alaska",2001,"Natural","Active/Suppressed",262.5,4
"Alaska",2001,"Natural","Active/Suppressed",1214,1
"Alaska",2001,"Natural","Active/Suppressed",5000,1
"Alaska",2001,"Natural","False Alarm",NA,1
"Alaska",2001,"Natural","Prescribed fire",2,1
"Alaska",2001,"Natural","Prescribed fire",5000,1
"Alaska",2001,"Natural","Support action/Assist fire",22,1
"Alaska",2002,"","False Alarm",NA,4
"Alaska",2002,"","Prescribed fire",2,1
"Alaska",2002,"","Prescribed fire",22,1
"Alaska",2002,"","Support action/Assist fire",2,1
"Alaska",2002,"","Support action/Assist fire",NA,67
"Alaska",2002,"Human","Active/Suppressed",0.05,22
"Alaska",2002,"Human","Active/Suppressed",2,26
"Alaska",2002,"Human","Active/Suppressed",22,4
"Alaska",2002,"Human","Active/Suppressed",80,4
"Alaska",2002,"Human","Active/Suppressed",262.5,6
"Alaska",2002,"Human","Active/Suppressed",1214,2
"Alaska",2002,"Human","Active/Suppressed",5000,4
"Alaska",2002,"Human","False Alarm",NA,1
"Alaska",2002,"Human","Natural out",2,1
"Alaska",2002,"Human","Support action/Assist fire",NA,39
"Alaska",2002,"Human","Unknown",0.05,10
"Alaska",2002,"Human","Unknown",2,7
"Alaska",2002,"Human","Unknown",22,1
"Alaska",2002,"Natural","Active/Suppressed",0.05,12
"Alaska",2002,"Natural","Active/Suppressed",2,24
"Alaska",2002,"Natural","Active/Suppressed",22,21
"Alaska",2002,"Natural","Active/Suppressed",80,21
"Alaska",2002,"Natural","Active/Suppressed",262.5,5
"Alaska",2002,"Natural","Active/Suppressed",1214,11
"Alaska",2002,"Natural","Active/Suppressed",5000,45
"Alaska",2002,"Natural","False Alarm",NA,2
"Alaska",2002,"Natural","Natural out",0.05,2
"Alaska",2002,"Natural","Natural out",2,3
"Alaska",2002,"Natural","Natural out",262.5,1
"Alaska",2002,"Natural","Natural out",5000,1
"Alaska",2002,"Natural","Prescribed fire",0.05,1
"Alaska",2002,"Natural","Prescribed fire",22,2
"Alaska",2002,"Natural","Prescribed fire",1214,1
"Alaska",2002,"Natural","Prescribed fire",5000,3
"Alaska",2002,"Natural","Support action/Assist fire",0.05,1
"Alaska",2002,"Natural","Support action/Assist fire",5000,1
"Alaska",2002,"Natural","Support action/Assist fire",NA,5
"Alaska",2002,"Natural","Unknown",2,1
"Alaska",2003,"","False Alarm",NA,8
"Alaska",2003,"","Support action/Assist fire",NA,43
"Alaska",2003,"Human","Active/Suppressed",0.05,21
"Alaska",2003,"Human","Active/Suppressed",2,16
"Alaska",2003,"Human","Active/Suppressed",22,9
"Alaska",2003,"Human","Active/Suppressed",80,1
"Alaska",2003,"Human","Active/Suppressed",262.5,2
"Alaska",2003,"Human","Active/Suppressed",1214,1
"Alaska",2003,"Human","Active/Suppressed",5000,3
"Alaska",2003,"Human","Support action/Assist fire",2,2
"Alaska",2003,"Human","Support action/Assist fire",22,1
"Alaska",2003,"Human","Support action/Assist fire",NA,2
"Alaska",2003,"Human","Unknown",0.05,23
"Alaska",2003,"Human","Unknown",2,8
"Alaska",2003,"Natural","Active/Suppressed",0.05,7
"Alaska",2003,"Natural","Active/Suppressed",2,23
"Alaska",2003,"Natural","Active/Suppressed",22,11
"Alaska",2003,"Natural","Active/Suppressed",80,1
"Alaska",2003,"Natural","Active/Suppressed",262.5,9
"Alaska",2003,"Natural","Active/Suppressed",1214,6
"Alaska",2003,"Natural","Active/Suppressed",5000,7
"Alaska",2003,"Natural","False Alarm",NA,1
"Alaska",2003,"Natural","Natural out",0.05,1
"Alaska",2003,"Natural","Natural out",2,4
"Alaska",2003,"Natural","Natural out",22,5
"Alaska",2003,"Natural","Natural out",80,2
"Alaska",2003,"Natural","Natural out",262.5,1
"Alaska",2003,"Natural","Natural out",5000,1
"Alaska",2003,"Natural","Prescribed fire",22,2
"Alaska",2003,"Natural","Prescribed fire",80,2
"Alaska",2003,"Natural","Prescribed fire",262.5,3
"Alaska",2003,"Natural","Prescribed fire",1214,2
"Alaska",2003,"Natural","Prescribed fire",5000,5
"Alaska",2003,"Natural","Support action/Assist fire",NA,4
"Alaska",2003,"Natural","Unknown",0.05,1
"Alaska",2003,"Natural","Unknown",2,1
"Alaska",2004,"","False Alarm",NA,13
"Alaska",2004,"","Natural out",2,1
"Alaska",2004,"","Natural out",22,1
"Alaska",2004,"","Natural out",80,1
"Alaska",2004,"","Support action/Assist fire",NA,77
"Alaska",2004,"Human","Active/Suppressed",0.05,43
"Alaska",2004,"Human","Active/Suppressed",2,25
"Alaska",2004,"Human","Active/Suppressed",22,6
"Alaska",2004,"Human","Active/Suppressed",80,1
"Alaska",2004,"Human","Active/Suppressed",1214,2
"Alaska",2004,"Human","Active/Suppressed",5000,3
"Alaska",2004,"Human","False Alarm",NA,1
"Alaska",2004,"Human","Natural out",2,1
"Alaska",2004,"Human","Natural out",1214,1
"Alaska",2004,"Human","Support action/Assist fire",0.05,1
"Alaska",2004,"Human","Support action/Assist fire",2,1
"Alaska",2004,"Human","Support action/Assist fire",NA,9
"Alaska",2004,"Human","Unknown",0.05,43
"Alaska",2004,"Human","Unknown",2,5
"Alaska",2004,"Natural","Active/Suppressed",0.05,5
"Alaska",2004,"Natural","Active/Suppressed",2,87
"Alaska",2004,"Natural","Active/Suppressed",22,53
"Alaska",2004,"Natural","Active/Suppressed",80,22
"Alaska",2004,"Natural","Active/Suppressed",262.5,16
"Alaska",2004,"Natural","Active/Suppressed",1214,22
"Alaska",2004,"Natural","Active/Suppressed",5000,81
"Alaska",2004,"Natural","Natural out",2,9
"Alaska",2004,"Natural","Natural out",22,7
"Alaska",2004,"Natural","Natural out",80,1
"Alaska",2004,"Natural","Prescribed fire",2,2
"Alaska",2004,"Natural","Prescribed fire",22,2
"Alaska",2004,"Natural","Prescribed fire",5000,1
"Alaska",2004,"Natural","Support action/Assist fire",5000,1
"Alaska",2004,"Natural","Support action/Assist fire",NA,7
"Alaska",2004,"Natural","Unknown",0.05,5
"Alaska",2004,"Natural","Unknown",2,3
"Alaska",2005,"","False Alarm",NA,16
"Alaska",2005,"","Support action/Assist fire",NA,43
"Alaska",2005,"Human","Active/Suppressed",0.05,12
"Alaska",2005,"Human","Active/Suppressed",2,15
"Alaska",2005,"Human","Active/Suppressed",22,10
"Alaska",2005,"Human","Active/Suppressed",262.5,3
"Alaska",2005,"Human","Active/Suppressed",1214,1
"Alaska",2005,"Human","Active/Suppressed",5000,1
"Alaska",2005,"Human","Active/Suppressed",NA,1
"Alaska",2005,"Human","False Alarm",NA,2
"Alaska",2005,"Human","Support action/Assist fire",22,1
"Alaska",2005,"Human","Support action/Assist fire",NA,5
"Alaska",2005,"Human","Unknown",0.05,22
"Alaska",2005,"Human","Unknown",2,7
"Alaska",2005,"Human","Unknown",22,1
"Alaska",2005,"Human","Unknown",262.5,1
"Alaska",2005,"Natural","Active/Suppressed",0.05,18
"Alaska",2005,"Natural","Active/Suppressed",2,69
"Alaska",2005,"Natural","Active/Suppressed",22,53
"Alaska",2005,"Natural","Active/Suppressed",80,16
"Alaska",2005,"Natural","Active/Suppressed",262.5,22
"Alaska",2005,"Natural","Active/Suppressed",1214,32
"Alaska",2005,"Natural","Active/Suppressed",5000,115
"Alaska",2005,"Natural","False Alarm",NA,4
"Alaska",2005,"Natural","Natural out",0.05,1
"Alaska",2005,"Natural","Natural out",2,20
"Alaska",2005,"Natural","Natural out",22,7
"Alaska",2005,"Natural","Natural out",262.5,3
"Alaska",2005,"Natural","Natural out",1214,1
"Alaska",2005,"Natural","Prescribed fire",22,6
"Alaska",2005,"Natural","Prescribed fire",262.5,3
"Alaska",2005,"Natural","Prescribed fire",1214,2
"Alaska",2005,"Natural","Prescribed fire",5000,5
"Alaska",2005,"Natural","Support action/Assist fire",2,2
"Alaska",2005,"Natural","Support action/Assist fire",NA,15
"Alaska",2005,"Natural","Unknown",22,1
"Alaska",2006,"","False Alarm",NA,6
"Alaska",2006,"","Support action/Assist fire",NA,30
"Alaska",2006,"Human","Active/Suppressed",0.05,27
"Alaska",2006,"Human","Active/Suppressed",2,17
"Alaska",2006,"Human","Active/Suppressed",22,6
"Alaska",2006,"Human","Active/Suppressed",80,1
"Alaska",2006,"Human","Active/Suppressed",1214,2
"Alaska",2006,"Human","Natural out",22,1
"Alaska",2006,"Human","Support action/Assist fire",0.05,1
"Alaska",2006,"Human","Support action/Assist fire",2,2
"Alaska",2006,"Human","Support action/Assist fire",22,1
"Alaska",2006,"Human","Support action/Assist fire",NA,1
"Alaska",2006,"Human","Unknown",0.05,7
"Alaska",2006,"Natural","Active/Suppressed",0.05,3
"Alaska",2006,"Natural","Active/Suppressed",2,13
"Alaska",2006,"Natural","Active/Suppressed",22,10
"Alaska",2006,"Natural","Active/Suppressed",80,2
"Alaska",2006,"Natural","Active/Suppressed",262.5,6
"Alaska",2006,"Natural","Active/Suppressed",1214,4
"Alaska",2006,"Natural","Active/Suppressed",5000,7
"Alaska",2006,"Natural","False Alarm",NA,1
"Alaska",2006,"Natural","Natural out",0.05,2
"Alaska",2006,"Natural","Prescribed fire",22,2
"Alaska",2006,"Natural","Prescribed fire",80,1
"Alaska",2007,"","False Alarm",NA,23
"Alaska",2007,"","Natural out",2,1
"Alaska",2007,"","Support action/Assist fire",2,1
"Alaska",2007,"","Support action/Assist fire",NA,34
"Alaska",2007,"Human","",5000,1
"Alaska",2007,"Human","Active/Suppressed",0.05,33
"Alaska",2007,"Human","Active/Suppressed",2,21
"Alaska",2007,"Human","Active/Suppressed",22,3
"Alaska",2007,"Human","Active/Suppressed",80,2
"Alaska",2007,"Human","Active/Suppressed",1214,1
"Alaska",2007,"Human","Active/Suppressed",5000,1
"Alaska",2007,"Human","False Alarm",NA,2
"Alaska",2007,"Human","Prescribed fire",2,2
"Alaska",2007,"Human","Support action/Assist fire",0.05,3
"Alaska",2007,"Human","Support action/Assist fire",2,2
"Alaska",2007,"Human","Unknown",0.05,10
"Alaska",2007,"Human","Unknown",2,3
"Alaska",2007,"Human","Unknown",NA,1
"Alaska",2007,"Natural","Active/Suppressed",0.05,11
"Alaska",2007,"Natural","Active/Suppressed",2,74
"Alaska",2007,"Natural","Active/Suppressed",22,52
"Alaska",2007,"Natural","Active/Suppressed",80,24
"Alaska",2007,"Natural","Active/Suppressed",262.5,35
"Alaska",2007,"Natural","Active/Suppressed",1214,31
"Alaska",2007,"Natural","Active/Suppressed",5000,22
"Alaska",2007,"Natural","False Alarm",NA,2
"Alaska",2007,"Natural","Natural out",0.05,13
"Alaska",2007,"Natural","Natural out",2,11
"Alaska",2007,"Natural","Natural out",22,5
"Alaska",2007,"Natural","Natural out",80,2
"Alaska",2007,"Natural","Natural out",262.5,3
"Alaska",2007,"Natural","Natural out",1214,1
"Alaska",2007,"Natural","Prescribed fire",2,6
"Alaska",2007,"Natural","Prescribed fire",22,6
"Alaska",2007,"Natural","Prescribed fire",80,1
"Alaska",2007,"Natural","Prescribed fire",262.5,3
"Alaska",2007,"Natural","Prescribed fire",1214,2
"Alaska",2007,"Natural","Prescribed fire",5000,1
"Alaska",2007,"Natural","Support action/Assist fire",2,2
"Alaska",2007,"Natural","Support action/Assist fire",5000,1
"Alaska",2007,"Natural","Support action/Assist fire",NA,1
"Alaska",2007,"Natural","Unknown",0.05,1
"Alaska",2007,"Undetermined","Active/Suppressed",2,1
"Alaska",2007,"Undetermined","Support action/Assist fire",NA,6
"Alaska",2008,"","False Alarm",NA,5
"Alaska",2008,"","Support action/Assist fire",NA,82
"Alaska",2008,"Human","",0.05,1
"Alaska",2008,"Human","Active/Suppressed",0.05,37
"Alaska",2008,"Human","Active/Suppressed",2,21
"Alaska",2008,"Human","Active/Suppressed",22,7
"Alaska",2008,"Human","Active/Suppressed",80,2
"Alaska",2008,"Human","Active/Suppressed",262.5,2
"Alaska",2008,"Human","Prescribed fire",2,2
"Alaska",2008,"Human","Support action/Assist fire",NA,1
"Alaska",2008,"Human","Unknown",0.05,6
"Alaska",2008,"Natural","",2,2
"Alaska",2008,"Natural","",22,2
"Alaska",2008,"Natural","",262.5,1
"Alaska",2008,"Natural","Active/Suppressed",0.05,8
"Alaska",2008,"Natural","Active/Suppressed",2,19
"Alaska",2008,"Natural","Active/Suppressed",22,24
"Alaska",2008,"Natural","Active/Suppressed",80,9
"Alaska",2008,"Natural","Active/Suppressed",262.5,14
"Alaska",2008,"Natural","Active/Suppressed",1214,9
"Alaska",2008,"Natural","Active/Suppressed",5000,9
"Alaska",2008,"Natural","Natural out",0.05,3
"Alaska",2008,"Natural","Natural out",2,15
"Alaska",2008,"Natural","Natural out",22,1
"Alaska",2008,"Natural","Prescribed fire",2,2
"Alaska",2008,"Natural","Prescribed fire",80,1
"Alaska",2008,"Natural","Prescribed fire",262.5,2
"Alaska",2008,"Natural","Support action/Assist fire",NA,1
"Alaska",2008,"Undetermined","Active/Suppressed",2,1
"Alaska",2008,"Undetermined","Active/Suppressed",22,1
"Alaska",2008,"Undetermined","Support action/Assist fire",NA,1
"Alaska",2009,"","False Alarm",NA,12
"Alaska",2009,"","Support action/Assist fire",0.05,1
"Alaska",2009,"","Support action/Assist fire",2,1
"Alaska",2009,"","Support action/Assist fire",80,1
"Alaska",2009,"","Support action/Assist fire",5000,1
"Alaska",2009,"","Support action/Assist fire",NA,40
"Alaska",2009,"Human","Active/Suppressed",0.05,27
"Alaska",2009,"Human","Active/Suppressed",2,24
"Alaska",2009,"Human","Active/Suppressed",22,10
"Alaska",2009,"Human","Active/Suppressed",80,1
"Alaska",2009,"Human","Active/Suppressed",1214,2
"Alaska",2009,"Human","Active/Suppressed",5000,2
"Alaska",2009,"Human","Prescribed fire",0.05,3
"Alaska",2009,"Human","Prescribed fire",2,2
"Alaska",2009,"Human","Support action/Assist fire",0.05,10
"Alaska",2009,"Human","Support action/Assist fire",2,5
"Alaska",2009,"Human","Support action/Assist fire",NA,18
"Alaska",2009,"Human","Unknown",0.05,19
"Alaska",2009,"Human","Unknown",2,6
"Alaska",2009,"Natural","",2,1
"Alaska",2009,"Natural","Active/Suppressed",0.05,11
"Alaska",2009,"Natural","Active/Suppressed",2,48
"Alaska",2009,"Natural","Active/Suppressed",22,26
"Alaska",2009,"Natural","Active/Suppressed",80,10
"Alaska",2009,"Natural","Active/Suppressed",262.5,9
"Alaska",2009,"Natural","Active/Suppressed",1214,21
"Alaska",2009,"Natural","Active/Suppressed",5000,60
"Alaska",2009,"Natural","Natural out",0.05,10
"Alaska",2009,"Natural","Natural out",2,15
"Alaska",2009,"Natural","Natural out",22,5
"Alaska",2009,"Natural","Support action/Assist fire",0.05,8
"Alaska",2009,"Natural","Support action/Assist fire",2,5
"Alaska",2009,"Natural","Support action/Assist fire",22,4
"Alaska",2009,"Natural","Support action/Assist fire",80,1
"Alaska",2009,"Natural","Support action/Assist fire",262.5,1
