"","STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"1","Alabama",1990,"","Support action/Assist fire",NA,1
"2","Alabama",1990,"Human","Active/Suppressed",0.05,5
"3","Alabama",1990,"Human","Active/Suppressed",2,10
"4","Alabama",1990,"Human","Active/Suppressed",22,2
"5","Alabama",1990,"Human","Unknown",0.05,12
"6","Alabama",1990,"Human","Unknown",2,39
"7","Alabama",1990,"Human","Unknown",22,33
"8","Alabama",1990,"Human","Unknown",80,2
"9","Alabama",1990,"Natural","Active/Suppressed",0.05,1
"10","Alabama",1990,"Natural","Active/Suppressed",2,1
"11","Alabama",1990,"Natural","Unknown",22,1
"12","Alabama",1991,"Human","Active/Suppressed",0.05,3
"13","Alabama",1991,"Human","Active/Suppressed",2,8
"14","Alabama",1991,"Human","Active/Suppressed",22,4
"15","Alabama",1991,"Human","Unknown",0.05,6
"16","Alabama",1991,"Human","Unknown",2,38
"17","Alabama",1991,"Human","Unknown",22,11
"18","Alabama",1991,"Human","Unknown",80,1
"19","Alabama",1991,"Natural","Active/Suppressed",262.5,1
"20","Alabama",1991,"Natural","Unknown",2,16
"21","Alabama",1991,"Natural","Unknown",22,4
"22","Alabama",1992,"Human","Active/Suppressed",0.05,4
"23","Alabama",1992,"Human","Active/Suppressed",2,5
"24","Alabama",1992,"Human","Active/Suppressed",22,3
"25","Alabama",1992,"Human","Active/Suppressed",80,1
"26","Alabama",1992,"Human","Unknown",0.05,16
"27","Alabama",1992,"Human","Unknown",2,29
"28","Alabama",1992,"Human","Unknown",22,16
"29","Alabama",1992,"Human","Unknown",80,1
"30","Alabama",1992,"Natural","Unknown",0.05,1
"31","Alabama",1992,"Natural","Unknown",2,13
"32","Alabama",1992,"Natural","Unknown",22,1
"33","Alabama",1993,"Human","Active/Suppressed",0.05,1
"34","Alabama",1993,"Human","Active/Suppressed",2,11
"35","Alabama",1993,"Human","Active/Suppressed",22,9
"36","Alabama",1993,"Human","Active/Suppressed",80,1
"37","Alabama",1993,"Human","Natural out",2,2
"38","Alabama",1993,"Human","Unknown",0.05,11
"39","Alabama",1993,"Human","Unknown",2,56
"40","Alabama",1993,"Human","Unknown",22,19
"41","Alabama",1993,"Human","Unknown",262.5,1
"42","Alabama",1993,"Natural","Unknown",0.05,4
"43","Alabama",1993,"Natural","Unknown",2,13
"44","Alabama",1993,"Natural","Unknown",22,8
"45","Alabama",1994,"Human","Active/Suppressed",0.05,4
"46","Alabama",1994,"Human","Active/Suppressed",2,20
"47","Alabama",1994,"Human","Active/Suppressed",22,5
"48","Alabama",1994,"Human","Natural out",2,1
"49","Alabama",1994,"Human","Prescribed fire",22,1
"50","Alabama",1994,"Human","Unknown",0.05,3
"51","Alabama",1994,"Human","Unknown",2,24
"52","Alabama",1994,"Human","Unknown",22,20
"53","Alabama",1994,"Human","Unknown",80,1
"54","Alabama",1994,"Natural","Active/Suppressed",0.05,1
"55","Alabama",1994,"Natural","Active/Suppressed",22,1
"56","Alabama",1994,"Natural","Unknown",2,4
"57","Alabama",1994,"Natural","Unknown",22,5
"58","Alabama",1994,"Natural","Unknown",80,2
"59","Alabama",1995,"Human","Active/Suppressed",0.05,1
"60","Alabama",1995,"Human","Active/Suppressed",2,23
"61","Alabama",1995,"Human","Active/Suppressed",22,4
"62","Alabama",1995,"Human","Active/Suppressed",80,1
"63","Alabama",1995,"Human","Natural out",22,1
"64","Alabama",1995,"Human","Unknown",0.05,4
"65","Alabama",1995,"Human","Unknown",2,47
"66","Alabama",1995,"Human","Unknown",22,20
"67","Alabama",1995,"Human","Unknown",80,1
"68","Alabama",1995,"Human","Unknown",1214,1
"69","Alabama",1995,"Natural","Unknown",0.05,1
"70","Alabama",1995,"Natural","Unknown",2,21
"71","Alabama",1995,"Natural","Unknown",22,13
"72","Alabama",1996,"Human","Active/Suppressed",2,13
"73","Alabama",1996,"Human","Active/Suppressed",22,4
"74","Alabama",1996,"Human","Active/Suppressed",1214,1
"75","Alabama",1996,"Human","Natural out",2,1
"76","Alabama",1996,"Human","Prescribed fire",2,3
"77","Alabama",1996,"Human","Unknown",0.05,1
"78","Alabama",1996,"Human","Unknown",2,42
"79","Alabama",1996,"Human","Unknown",22,29
"80","Alabama",1996,"Human","Unknown",80,2
"81","Alabama",1996,"Human","Unknown",262.5,2
"82","Alabama",1996,"Natural","Unknown",0.05,1
"83","Alabama",1996,"Natural","Unknown",2,3
"84","Alabama",1996,"Natural","Unknown",22,2
"85","Alabama",1996,"Natural","Unknown",80,2
"86","Alabama",1997,"Human","Active/Suppressed",0.05,1
"87","Alabama",1997,"Human","Active/Suppressed",2,10
"88","Alabama",1997,"Human","Active/Suppressed",22,2
"89","Alabama",1997,"Human","Active/Suppressed",262.5,1
"90","Alabama",1997,"Human","Prescribed fire",22,1
"91","Alabama",1997,"Human","Unknown",0.05,4
"92","Alabama",1997,"Human","Unknown",2,27
"93","Alabama",1997,"Human","Unknown",22,7
"94","Alabama",1997,"Human","Unknown",80,1
"95","Alabama",1997,"Natural","Unknown",22,2
"96","Alabama",1998,"Human","Active/Suppressed",0.05,2
"97","Alabama",1998,"Human","Active/Suppressed",2,12
"98","Alabama",1998,"Human","Active/Suppressed",22,6
"99","Alabama",1998,"Human","Active/Suppressed",80,1
"100","Alabama",1998,"Human","Unknown",0.05,8
"101","Alabama",1998,"Human","Unknown",2,65
"102","Alabama",1998,"Human","Unknown",22,28
"103","Alabama",1998,"Human","Unknown",80,1
"104","Alabama",1998,"Human","Unknown",1214,1
"105","Alabama",1998,"Natural","Unknown",2,3
"106","Alabama",1998,"Natural","Unknown",22,3
"107","Alabama",1999,"Human","Active/Suppressed",0.05,3
"108","Alabama",1999,"Human","Active/Suppressed",2,11
"109","Alabama",1999,"Human","Active/Suppressed",22,4
"110","Alabama",1999,"Human","Natural out",2,5
"111","Alabama",1999,"Human","Natural out",22,2
"112","Alabama",1999,"Human","Prescribed fire",2,1
"113","Alabama",1999,"Human","Prescribed fire",22,2
"114","Alabama",1999,"Human","Unknown",0.05,8
"115","Alabama",1999,"Human","Unknown",2,57
"116","Alabama",1999,"Human","Unknown",22,25
"117","Alabama",1999,"Human","Unknown",80,3
"118","Alabama",1999,"Natural","Active/Suppressed",2,2
"119","Alabama",1999,"Natural","Unknown",2,2
"120","Alabama",1999,"Natural","Unknown",22,4
"121","Alabama",2000,"","Support action/Assist fire",NA,1
"122","Alabama",2000,"Human","Active/Suppressed",0.05,1
"123","Alabama",2000,"Human","Active/Suppressed",2,5
"124","Alabama",2000,"Human","Active/Suppressed",22,2
"125","Alabama",2000,"Human","Natural out",0.05,2
"126","Alabama",2000,"Human","Prescribed fire",2,3
"127","Alabama",2000,"Human","Prescribed fire",22,2
"128","Alabama",2000,"Human","Unknown",0.05,7
"129","Alabama",2000,"Human","Unknown",2,36
"130","Alabama",2000,"Human","Unknown",22,21
"131","Alabama",2000,"Human","Unknown",80,6
"132","Alabama",2000,"Human","Unknown",262.5,1
"133","Alabama",2000,"Natural","Active/Suppressed",22,1
"134","Alabama",2000,"Natural","Unknown",0.05,1
"135","Alabama",2000,"Natural","Unknown",2,10
"136","Alabama",2000,"Natural","Unknown",22,10
"137","Alabama",2000,"Natural","Unknown",80,2
"138","Alabama",2001,"Human","Active/Suppressed",0.05,1
"139","Alabama",2001,"Human","Active/Suppressed",22,1
"140","Alabama",2001,"Human","Active/Suppressed",262.5,1
"141","Alabama",2001,"Human","Prescribed fire",80,1
"142","Alabama",2001,"Human","Unknown",0.05,5
"143","Alabama",2001,"Human","Unknown",2,31
"144","Alabama",2001,"Human","Unknown",22,18
"145","Alabama",2001,"Human","Unknown",80,2
"146","Alabama",2001,"Natural","Active/Suppressed",0.05,1
"147","Alabama",2001,"Natural","Active/Suppressed",22,1
"148","Alabama",2001,"Natural","Active/Suppressed",262.5,1
"149","Alabama",2001,"Natural","Unknown",2,2
"150","Alabama",2001,"Natural","Unknown",22,5
"151","Alabama",2001,"Natural","Unknown",80,1
"152","Alabama",2002,"","Active/Suppressed",22,1
"153","Alabama",2002,"","Active/Suppressed",80,1
"154","Alabama",2002,"","Active/Suppressed",NA,1
"155","Alabama",2002,"Human","Active/Suppressed",80,1
"156","Alabama",2002,"Human","Prescribed fire",22,4
"157","Alabama",2002,"Human","Prescribed fire",262.5,2
"158","Alabama",2002,"Human","Unknown",0.05,1
"159","Alabama",2002,"Human","Unknown",2,28
"160","Alabama",2002,"Human","Unknown",22,17
"161","Alabama",2002,"Human","Unknown",80,5
"162","Alabama",2002,"Human","Unknown",262.5,1
"163","Alabama",2002,"Natural","Unknown",0.05,2
"164","Alabama",2002,"Natural","Unknown",2,2
"165","Alabama",2002,"Natural","Unknown",22,4
"166","Alabama",2002,"Natural","Unknown",80,2
"167","Alabama",2003,"Human","Active/Suppressed",2,1
"168","Alabama",2003,"Human","Prescribed fire",22,1
"169","Alabama",2003,"Human","Unknown",0.05,3
"170","Alabama",2003,"Human","Unknown",2,17
"171","Alabama",2003,"Human","Unknown",22,6
"172","Alabama",2004,"Human","Active/Suppressed",0.05,9
"173","Alabama",2004,"Human","Active/Suppressed",2,2
"174","Alabama",2004,"Human","Active/Suppressed",22,2
"175","Alabama",2004,"Human","Active/Suppressed",80,1
"176","Alabama",2004,"Human","Prescribed fire",2,1
"177","Alabama",2004,"Human","Unknown",2,17
"178","Alabama",2004,"Human","Unknown",22,9
"179","Alabama",2004,"Human","Unknown",262.5,1
"180","Alabama",2004,"Natural","Active/Suppressed",2,1
"181","Alabama",2004,"Natural","Unknown",22,1
"182","Alabama",2005,"Human","Prescribed fire",80,1
"183","Alabama",2005,"Human","Prescribed fire",262.5,1
"184","Alabama",2005,"Human","Support action/Assist fire",262.5,1
"185","Alabama",2005,"Human","Support action/Assist fire",NA,1
"186","Alabama",2005,"Human","Unknown",0.05,2
"187","Alabama",2005,"Human","Unknown",2,16
"188","Alabama",2005,"Human","Unknown",22,16
"189","Alabama",2005,"Human","Unknown",80,4
"190","Alabama",2005,"Human","Unknown",262.5,1
"191","Alabama",2005,"Natural","Unknown",2,1
"192","Alabama",2006,"","Support action/Assist fire",NA,1
"193","Alabama",2006,"Human","Active/Suppressed",0.05,1
"194","Alabama",2006,"Human","Active/Suppressed",2,1
"195","Alabama",2006,"Human","Active/Suppressed",22,1
"196","Alabama",2006,"Human","Active/Suppressed",80,4
"197","Alabama",2006,"Human","Active/Suppressed",262.5,3
"198","Alabama",2006,"Human","Active/Suppressed",1214,1
"199","Alabama",2006,"Human","Prescribed fire",22,2
"200","Alabama",2006,"Human","Prescribed fire",80,2
"201","Alabama",2006,"Human","Support action/Assist fire",NA,2
"202","Alabama",2006,"Human","Unknown",0.05,6
"203","Alabama",2006,"Human","Unknown",2,22
"204","Alabama",2006,"Human","Unknown",22,19
"205","Alabama",2006,"Human","Unknown",80,2
"206","Alabama",2006,"Natural","Unknown",0.05,1
"207","Alabama",2006,"Natural","Unknown",2,7
"208","Alabama",2006,"Natural","Unknown",22,6
"209","Alabama",2006,"Natural","Unknown",80,1
"210","Alabama",2006,"Natural","Unknown",262.5,2
"211","Alabama",2007,"","Support action/Assist fire",NA,1
"212","Alabama",2007,"Human","Active/Suppressed",0.05,1
"213","Alabama",2007,"Human","Active/Suppressed",2,3
"214","Alabama",2007,"Human","Active/Suppressed",80,1
"215","Alabama",2007,"Human","Active/Suppressed",262.5,1
"216","Alabama",2007,"Human","Natural out",0.05,1
"217","Alabama",2007,"Human","Prescribed fire",22,5
"218","Alabama",2007,"Human","Prescribed fire",1214,1
"219","Alabama",2007,"Human","Support action/Assist fire",22,1
"220","Alabama",2007,"Human","Support action/Assist fire",80,1
"221","Alabama",2007,"Human","Support action/Assist fire",262.5,1
"222","Alabama",2007,"Human","Unknown",0.05,18
"223","Alabama",2007,"Human","Unknown",2,39
"224","Alabama",2007,"Human","Unknown",22,25
"225","Alabama",2007,"Human","Unknown",80,6
"226","Alabama",2007,"Human","Unknown",262.5,2
"227","Alabama",2007,"Natural","Active/Suppressed",80,1
"228","Alabama",2007,"Natural","Unknown",0.05,4
"229","Alabama",2007,"Natural","Unknown",2,14
"230","Alabama",2007,"Natural","Unknown",22,7
"231","Alabama",2007,"Natural","Unknown",80,1
"232","Alabama",2007,"Natural","Unknown",262.5,1
"233","Alabama",2007,"Undetermined","Natural out",2,1
"234","Alabama",2008,"","Support action/Assist fire",NA,1
"235","Alabama",2008,"Human","",0.05,1
"236","Alabama",2008,"Human","",2,1
"237","Alabama",2008,"Human","Active/Suppressed",0.05,1
"238","Alabama",2008,"Human","Active/Suppressed",2,1
"239","Alabama",2008,"Human","Active/Suppressed",80,1
"240","Alabama",2008,"Human","Prescribed fire",2,5
"241","Alabama",2008,"Human","Prescribed fire",22,2
"242","Alabama",2008,"Human","Prescribed fire",262.5,1
"243","Alabama",2008,"Human","Support action/Assist fire",22,2
"244","Alabama",2008,"Human","Unknown",0.05,3
"245","Alabama",2008,"Human","Unknown",2,13
"246","Alabama",2008,"Human","Unknown",22,15
"247","Alabama",2008,"Human","Unknown",80,3
"248","Alabama",2008,"Human","Unknown",262.5,2
"249","Alabama",2008,"Natural","Unknown",0.05,1
"250","Alabama",2008,"Natural","Unknown",2,2
"251","Alabama",2008,"Natural","Unknown",22,3
"252","Alabama",2008,"Natural","Unknown",80,1
"253","Alabama",2008,"Undetermined","Natural out",2,1
"254","Alabama",2008,"Undetermined","Support action/Assist fire",NA,1
"255","Alabama",2009,"Human","",2,1
"256","Alabama",2009,"Human","Active/Suppressed",0.05,2
"257","Alabama",2009,"Human","Active/Suppressed",2,1
"258","Alabama",2009,"Human","Active/Suppressed",22,2
"259","Alabama",2009,"Human","Active/Suppressed",80,1
"260","Alabama",2009,"Human","Prescribed fire",2,1
"261","Alabama",2009,"Human","Prescribed fire",22,4
"262","Alabama",2009,"Human","Prescribed fire",80,2
"263","Alabama",2009,"Human","Prescribed fire",1214,1
"264","Alabama",2009,"Human","Unknown",0.05,5
"265","Alabama",2009,"Human","Unknown",2,11
"266","Alabama",2009,"Human","Unknown",22,6
"267","Alabama",2009,"Human","Unknown",80,1
"268","Alabama",2009,"Natural","Unknown",2,1
"269","Alabama",2009,"Natural","Unknown",262.5,1
"270","Alabama",2009,"Undetermined","",2,2
"271","Alabama",2009,"Undetermined","Active/Suppressed",0.05,1
"272","Alabama",2009,"Undetermined","Active/Suppressed",2,2
"273","Alabama",2009,"Undetermined","Support action/Assist fire",NA,1
"274","Alabama",2010,"Human","Active/Suppressed",0.05,2
"275","Alabama",2010,"Human","Active/Suppressed",2,2
"276","Alabama",2010,"Human","Prescribed fire",2,2
"277","Alabama",2010,"Human","Prescribed fire",22,4
"278","Alabama",2010,"Human","Prescribed fire",80,2
"279","Alabama",2010,"Human","Prescribed fire",262.5,2
"280","Alabama",2010,"Human","Support action/Assist fire",NA,1
"281","Alabama",2010,"Human","Unknown",0.05,4
"282","Alabama",2010,"Human","Unknown",2,20
"283","Alabama",2010,"Human","Unknown",22,16
"284","Alabama",2010,"Human","Unknown",80,3
"285","Alabama",2010,"Natural","Active/Suppressed",2,1
"286","Alabama",2010,"Natural","Unknown",22,2
"287","Alabama",2010,"Undetermined","Active/Suppressed",2,1
"288","Alabama",2011,"Human","Active/Suppressed",0.05,3
"289","Alabama",2011,"Human","Active/Suppressed",2,2
"290","Alabama",2011,"Human","Active/Suppressed",22,3
"291","Alabama",2011,"Human","Prescribed fire",2,3
"292","Alabama",2011,"Human","Support action/Assist fire",22,1
"293","Alabama",2011,"Human","Unknown",0.05,3
"294","Alabama",2011,"Human","Unknown",2,16
"295","Alabama",2011,"Human","Unknown",22,16
"296","Alabama",2011,"Human","Unknown",80,9
"297","Alabama",2011,"Human","Unknown",262.5,3
"298","Alabama",2011,"Human","Unknown",1214,1
"299","Alabama",2011,"Natural","Unknown",0.05,1
"300","Alabama",2011,"Natural","Unknown",2,6
"301","Alabama",2011,"Natural","Unknown",22,6
"302","Alabama",2011,"Natural","Unknown",80,1
"303","Alabama",2012,"Human","Active/Suppressed",0.05,1
"304","Alabama",2012,"Human","Natural out",2,1
"305","Alabama",2012,"Human","Natural out",80,1
"306","Alabama",2012,"Human","Prescribed fire",2,3
"307","Alabama",2012,"Human","Prescribed fire",22,2
"308","Alabama",2012,"Human","Prescribed fire",262.5,1
"309","Alabama",2012,"Human","Support action/Assist fire",80,1
"310","Alabama",2012,"Human","Unknown",0.05,5
"311","Alabama",2012,"Human","Unknown",2,5
"312","Alabama",2012,"Human","Unknown",22,10
"313","Alabama",2012,"Human","Unknown",80,2
"314","Alabama",2012,"Human","Unknown",262.5,1
"315","Alabama",2012,"Natural","Unknown",2,2
"316","Alabama",2012,"Natural","Unknown",22,2
"317","Alabama",2012,"Natural","Unknown",80,2
"318","Alabama",2012,"Undetermined","",2,2
"319","Alabama",2012,"Undetermined","Active/Suppressed",2,1
"320","Alabama",2013,"Human","",22,1
"321","Alabama",2013,"Human","Active/Suppressed",0.05,3
"322","Alabama",2013,"Human","Active/Suppressed",2,1
"323","Alabama",2013,"Human","Prescribed fire",2,1
"324","Alabama",2013,"Human","Prescribed fire",80,2
"325","Alabama",2013,"Human","Prescribed fire",262.5,3
"326","Alabama",2013,"Human","Unknown",0.05,3
"327","Alabama",2013,"Human","Unknown",2,7
"328","Alabama",2013,"Human","Unknown",22,16
"329","Alabama",2013,"Human","Unknown",80,2
"330","Alabama",2013,"Human","Unknown",262.5,2
"331","Alabama",2013,"Natural","Unknown",2,2
"332","Alabama",2013,"Natural","Unknown",22,1
"333","Alabama",2013,"Undetermined","Natural out",2,1
"334","Alabama",2014,"","Support action/Assist fire",22,1
"335","Alabama",2014,"Human","Active/Suppressed",0.05,1
"336","Alabama",2014,"Human","Prescribed fire",2,2
"337","Alabama",2014,"Human","Prescribed fire",22,1
"338","Alabama",2014,"Human","Prescribed fire",1214,1
"339","Alabama",2014,"Human","Support action/Assist fire",2,1
"340","Alabama",2014,"Human","Support action/Assist fire",22,1
"341","Alabama",2014,"Human","Support action/Assist fire",1214,1
"342","Alabama",2014,"Human","Unknown",0.05,2
"343","Alabama",2014,"Human","Unknown",2,11
"344","Alabama",2014,"Human","Unknown",22,9
"345","Alabama",2014,"Human","Unknown",80,2
"346","Alabama",2014,"Human","Unknown",262.5,1
"347","Alabama",2014,"Undetermined","",0.05,1
"348","Alabama",2014,"Undetermined","Support action/Assist fire",NA,5
"349","Alabama",2015,"","Support action/Assist fire",NA,1
"350","Alabama",2015,"Human","",0.05,1
"351","Alabama",2015,"Human","",2,1
"352","Alabama",2015,"Human","",22,2
"353","Alabama",2015,"Human","Active/Suppressed",0.05,4
"354","Alabama",2015,"Human","Active/Suppressed",2,5
"355","Alabama",2015,"Human","Active/Suppressed",22,6
"356","Alabama",2015,"Human","Active/Suppressed",262.5,1
"357","Alabama",2015,"Human","Prescribed fire",2,1
"358","Alabama",2015,"Natural","",0.05,1
"359","Alabama",2015,"Natural","Active/Suppressed",0.05,1
"360","Alabama",2015,"Undetermined","Active/Suppressed",22,1
"361","Alabama",2015,"Undetermined","Support action/Assist fire",NA,1
"362","Alabama",2016,"","Support action/Assist fire",NA,1
"363","Alabama",2016,"Human","",0.05,1
"364","Alabama",2016,"Human","",2,1
"365","Alabama",2016,"Human","Active/Suppressed",0.05,12
"366","Alabama",2016,"Human","Active/Suppressed",2,20
"367","Alabama",2016,"Human","Active/Suppressed",22,10
"368","Alabama",2016,"Human","Active/Suppressed",80,4
"369","Alabama",2016,"Human","Active/Suppressed",262.5,3
"370","Alabama",2016,"Human","Active/Suppressed",1214,1
"371","Alabama",2016,"Human","Prescribed fire",80,1
"372","Alabama",2016,"Human","Prescribed fire",262.5,5
"373","Alabama",2016,"Human","Support action/Assist fire",2,1
"374","Alabama",2016,"Human","Support action/Assist fire",80,1
"375","Alabama",2016,"Human","Support action/Assist fire",262.5,4
"376","Alabama",2016,"Human","Support action/Assist fire",NA,2
"377","Alabama",2016,"Natural","Active/Suppressed",0.05,1
"378","Alabama",2016,"Natural","Active/Suppressed",2,1
"379","Alabama",2016,"Undetermined","Active/Suppressed",2,1
"380","Alabama",2016,"Undetermined","Support action/Assist fire",NA,3
"381","Alaska",1990,"","Support action/Assist fire",NA,12
"382","Alaska",1990,"Human","Active/Suppressed",0.05,33
"383","Alaska",1990,"Human","Active/Suppressed",2,28
"384","Alaska",1990,"Human","Active/Suppressed",22,4
"385","Alaska",1990,"Human","Active/Suppressed",80,2
"386","Alaska",1990,"Human","Active/Suppressed",262.5,2
"387","Alaska",1990,"Human","Active/Suppressed",1214,1
"388","Alaska",1990,"Human","Active/Suppressed",5000,5
"389","Alaska",1990,"Human","Natural out",0.05,1
"390","Alaska",1990,"Human","Support action/Assist fire",NA,18
"391","Alaska",1990,"Human","Unknown",0.05,10
"392","Alaska",1990,"Human","Unknown",2,3
"393","Alaska",1990,"Natural","Active/Suppressed",0.05,23
"394","Alaska",1990,"Natural","Active/Suppressed",2,127
"395","Alaska",1990,"Natural","Active/Suppressed",22,81
"396","Alaska",1990,"Natural","Active/Suppressed",80,30
"397","Alaska",1990,"Natural","Active/Suppressed",262.5,26
"398","Alaska",1990,"Natural","Active/Suppressed",1214,51
"399","Alaska",1990,"Natural","Active/Suppressed",5000,56
"400","Alaska",1990,"Natural","Natural out",0.05,3
"401","Alaska",1990,"Natural","Natural out",2,9
"402","Alaska",1990,"Natural","Natural out",22,5
"403","Alaska",1990,"Natural","Natural out",262.5,1
"404","Alaska",1990,"Natural","Support action/Assist fire",NA,50
"405","Alaska",1990,"Natural","Unknown",0.05,1
"406","Alaska",1991,"","Support action/Assist fire",NA,3
"407","Alaska",1991,"Human","Active/Suppressed",0.05,35
"408","Alaska",1991,"Human","Active/Suppressed",2,47
"409","Alaska",1991,"Human","Active/Suppressed",22,9
"410","Alaska",1991,"Human","Active/Suppressed",80,2
"411","Alaska",1991,"Human","Active/Suppressed",262.5,5
"412","Alaska",1991,"Human","Active/Suppressed",1214,1
"413","Alaska",1991,"Human","Active/Suppressed",5000,4
"414","Alaska",1991,"Human","Natural out",0.05,2
"415","Alaska",1991,"Human","Support action/Assist fire",NA,64
"416","Alaska",1991,"Human","Unknown",0.05,12
"417","Alaska",1991,"Human","Unknown",2,4
"418","Alaska",1991,"Human","Unknown",22,1
"419","Alaska",1991,"Natural","Active/Suppressed",0.05,36
"420","Alaska",1991,"Natural","Active/Suppressed",2,114
"421","Alaska",1991,"Natural","Active/Suppressed",22,40
"422","Alaska",1991,"Natural","Active/Suppressed",80,21
"423","Alaska",1991,"Natural","Active/Suppressed",262.5,20
"424","Alaska",1991,"Natural","Active/Suppressed",1214,30
"425","Alaska",1991,"Natural","Active/Suppressed",5000,68
"426","Alaska",1991,"Natural","Support action/Assist fire",NA,1
"427","Alaska",1992,"","Support action/Assist fire",NA,8
"428","Alaska",1992,"Human","Active/Suppressed",0.05,32
"429","Alaska",1992,"Human","Active/Suppressed",2,30
"430","Alaska",1992,"Human","Active/Suppressed",22,17
"431","Alaska",1992,"Human","Active/Suppressed",80,9
"432","Alaska",1992,"Human","Active/Suppressed",262.5,2
"433","Alaska",1992,"Human","Active/Suppressed",1214,1
"434","Alaska",1992,"Human","Active/Suppressed",5000,1
"435","Alaska",1992,"Human","Support action/Assist fire",2,1
"436","Alaska",1992,"Human","Unknown",0.05,15
"437","Alaska",1992,"Human","Unknown",2,4
"438","Alaska",1992,"Human","Unknown",22,1
"439","Alaska",1992,"Natural","Active/Suppressed",0.05,17
"440","Alaska",1992,"Natural","Active/Suppressed",2,43
"441","Alaska",1992,"Natural","Active/Suppressed",22,31
"442","Alaska",1992,"Natural","Active/Suppressed",80,10
"443","Alaska",1992,"Natural","Active/Suppressed",262.5,7
"444","Alaska",1992,"Natural","Active/Suppressed",1214,9
"445","Alaska",1992,"Natural","Active/Suppressed",5000,5
"446","Alaska",1992,"Natural","Active/Suppressed",NA,1
"447","Alaska",1992,"Natural","Natural out",0.05,1
"448","Alaska",1992,"Natural","Natural out",2,1
"449","Alaska",1992,"Natural","Unknown",2,1
"450","Alaska",1993,"","Support action/Assist fire",2,1
"451","Alaska",1993,"","Support action/Assist fire",NA,48
"452","Alaska",1993,"Human","Active/Suppressed",0.05,52
"453","Alaska",1993,"Human","Active/Suppressed",2,50
"454","Alaska",1993,"Human","Active/Suppressed",22,11
"455","Alaska",1993,"Human","Support action/Assist fire",0.05,1
"456","Alaska",1993,"Human","Unknown",0.05,39
"457","Alaska",1993,"Human","Unknown",2,11
"458","Alaska",1993,"Human","Unknown",22,2
"459","Alaska",1993,"Natural","Active/Suppressed",0.05,26
"460","Alaska",1993,"Natural","Active/Suppressed",2,81
"461","Alaska",1993,"Natural","Active/Suppressed",22,54
"462","Alaska",1993,"Natural","Active/Suppressed",80,28
"463","Alaska",1993,"Natural","Active/Suppressed",262.5,26
"464","Alaska",1993,"Natural","Active/Suppressed",1214,22
"465","Alaska",1993,"Natural","Active/Suppressed",5000,29
"466","Alaska",1993,"Natural","Natural out",0.05,3
"467","Alaska",1993,"Natural","Natural out",2,5
"468","Alaska",1993,"Natural","Natural out",80,2
"469","Alaska",1993,"Natural","Support action/Assist fire",0.05,2
"470","Alaska",1993,"Natural","Support action/Assist fire",2,1
"471","Alaska",1993,"Natural","Unknown",0.05,2
"472","Alaska",1994,"","Natural out",0.05,2
"473","Alaska",1994,"","Natural out",22,1
"474","Alaska",1994,"","Support action/Assist fire",NA,18
"475","Alaska",1994,"Human","Active/Suppressed",0.05,37
"476","Alaska",1994,"Human","Active/Suppressed",2,20
"477","Alaska",1994,"Human","Active/Suppressed",22,9
"478","Alaska",1994,"Human","Active/Suppressed",80,4
"479","Alaska",1994,"Human","Active/Suppressed",262.5,2
"480","Alaska",1994,"Human","Active/Suppressed",1214,2
"481","Alaska",1994,"Human","Unknown",0.05,23
"482","Alaska",1994,"Human","Unknown",2,6
"483","Alaska",1994,"Natural","Active/Suppressed",0.05,23
"484","Alaska",1994,"Natural","Active/Suppressed",2,85
"485","Alaska",1994,"Natural","Active/Suppressed",22,36
"486","Alaska",1994,"Natural","Active/Suppressed",80,19
"487","Alaska",1994,"Natural","Active/Suppressed",262.5,23
"488","Alaska",1994,"Natural","Active/Suppressed",1214,28
"489","Alaska",1994,"Natural","Active/Suppressed",5000,21
"490","Alaska",1994,"Natural","Unknown",0.05,2
"491","Alaska",1995,"","Natural out",0.05,1
"492","Alaska",1995,"","Support action/Assist fire",NA,19
"493","Alaska",1995,"Human","Active/Suppressed",0.05,16
"494","Alaska",1995,"Human","Active/Suppressed",2,10
"495","Alaska",1995,"Human","Active/Suppressed",22,11
"496","Alaska",1995,"Human","Active/Suppressed",80,1
"497","Alaska",1995,"Human","Unknown",0.05,16
"498","Alaska",1995,"Human","Unknown",2,3
"499","Alaska",1995,"Natural","Active/Suppressed",0.05,4
"500","Alaska",1995,"Natural","Active/Suppressed",2,24
"501","Alaska",1995,"Natural","Active/Suppressed",22,13
"502","Alaska",1995,"Natural","Active/Suppressed",80,5
"503","Alaska",1995,"Natural","Active/Suppressed",262.5,8
"504","Alaska",1995,"Natural","Active/Suppressed",1214,9
"505","Alaska",1995,"Natural","Active/Suppressed",5000,2
"506","Alaska",1995,"Natural","Unknown",0.05,3
"507","Alaska",1996,"","Support action/Assist fire",NA,54
"508","Alaska",1996,"Human","Active/Suppressed",0.05,30
"509","Alaska",1996,"Human","Active/Suppressed",2,27
"510","Alaska",1996,"Human","Active/Suppressed",22,11
"511","Alaska",1996,"Human","Active/Suppressed",80,1
"512","Alaska",1996,"Human","Active/Suppressed",1214,4
"513","Alaska",1996,"Human","Active/Suppressed",5000,9
"514","Alaska",1996,"Human","Support action/Assist fire",NA,10
"515","Alaska",1996,"Human","Unknown",0.05,21
"516","Alaska",1996,"Human","Unknown",2,8
