"","STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"14114","Montana",2012,"Natural","Active/Suppressed",0.05,84
"14115","Montana",2012,"Natural","Active/Suppressed",2,148
"14116","Montana",2012,"Natural","Active/Suppressed",22,75
"14117","Montana",2012,"Natural","Active/Suppressed",80,19
"14118","Montana",2012,"Natural","Active/Suppressed",262.5,19
"14119","Montana",2012,"Natural","Active/Suppressed",1214,27
"14120","Montana",2012,"Natural","Active/Suppressed",5000,15
"14121","Montana",2012,"Natural","Natural out",0.05,4
"14122","Montana",2012,"Natural","Natural out",2,5
"14123","Montana",2012,"Natural","Support action/Assist fire",22,3
"14124","Montana",2012,"Natural","Support action/Assist fire",80,3
"14125","Montana",2012,"Natural","Support action/Assist fire",262.5,1
"14126","Montana",2012,"Natural","Support action/Assist fire",1214,1
"14127","Montana",2012,"Natural","Support action/Assist fire",NA,7
"14128","Montana",2012,"Natural","Unknown",0.05,201
"14129","Montana",2012,"Natural","Unknown",2,138
"14130","Montana",2012,"Natural","Unknown",22,10
"14131","Montana",2012,"Natural","Unknown",80,4
"14132","Montana",2012,"Natural","Unknown",262.5,4
"14133","Montana",2012,"Natural","Unknown",1214,4
"14134","Montana",2012,"Natural","Unknown",5000,7
"14135","Montana",2012,"Undetermined","Active/Suppressed",22,1
"14136","Montana",2012,"Undetermined","Natural out",0.05,1
"14137","Montana",2012,"Undetermined","Support action/Assist fire",NA,6
"14138","Montana",2013,"","Support action/Assist fire",22,1
"14139","Montana",2013,"","Support action/Assist fire",NA,117
"14140","Montana",2013,"Human","",2,1
"14141","Montana",2013,"Human","Active/Suppressed",0.05,150
"14142","Montana",2013,"Human","Active/Suppressed",2,117
"14143","Montana",2013,"Human","Active/Suppressed",22,18
"14144","Montana",2013,"Human","Active/Suppressed",80,1
"14145","Montana",2013,"Human","Active/Suppressed",262.5,3
"14146","Montana",2013,"Human","Active/Suppressed",1214,3
"14147","Montana",2013,"Human","Active/Suppressed",NA,1
"14148","Montana",2013,"Human","Prescribed fire",0.05,1
"14149","Montana",2013,"Human","Prescribed fire",2,4
"14150","Montana",2013,"Human","Prescribed fire",22,6
"14151","Montana",2013,"Human","Prescribed fire",80,2
"14152","Montana",2013,"Human","Prescribed fire",262.5,1
"14153","Montana",2013,"Human","Prescribed fire",1214,3
"14154","Montana",2013,"Human","Support action/Assist fire",2,2
"14155","Montana",2013,"Human","Support action/Assist fire",80,1
"14156","Montana",2013,"Human","Unknown",0.05,136
"14157","Montana",2013,"Human","Unknown",2,25
"14158","Montana",2013,"Human","Unknown",22,1
"14159","Montana",2013,"Human","Unknown",80,2
"14160","Montana",2013,"Human","Unknown",262.5,2
"14161","Montana",2013,"Human","Unknown",5000,1
"14162","Montana",2013,"Natural","",0.05,1
"14163","Montana",2013,"Natural","",2,1
"14164","Montana",2013,"Natural","",22,1
"14165","Montana",2013,"Natural","Active/Suppressed",0.05,59
"14166","Montana",2013,"Natural","Active/Suppressed",2,95
"14167","Montana",2013,"Natural","Active/Suppressed",22,38
"14168","Montana",2013,"Natural","Active/Suppressed",80,3
"14169","Montana",2013,"Natural","Active/Suppressed",262.5,1
"14170","Montana",2013,"Natural","Natural out",0.05,1
"14171","Montana",2013,"Natural","Support action/Assist fire",2,1
"14172","Montana",2013,"Natural","Support action/Assist fire",NA,1
"14173","Montana",2013,"Natural","Unknown",0.05,273
"14174","Montana",2013,"Natural","Unknown",2,73
"14175","Montana",2013,"Natural","Unknown",22,19
"14176","Montana",2013,"Natural","Unknown",80,4
"14177","Montana",2013,"Natural","Unknown",262.5,4
"14178","Montana",2013,"Natural","Unknown",1214,2
"14179","Montana",2013,"Natural","Unknown",5000,5
"14180","Montana",2013,"Undetermined","Support action/Assist fire",NA,13
"14181","Montana",2014,"","Support action/Assist fire",NA,114
"14182","Montana",2014,"Human","",2,3
"14183","Montana",2014,"Human","",22,1
"14184","Montana",2014,"Human","Active/Suppressed",0.05,168
"14185","Montana",2014,"Human","Active/Suppressed",2,134
"14186","Montana",2014,"Human","Active/Suppressed",22,27
"14187","Montana",2014,"Human","Active/Suppressed",80,13
"14188","Montana",2014,"Human","Active/Suppressed",262.5,6
"14189","Montana",2014,"Human","Active/Suppressed",5000,1
"14190","Montana",2014,"Human","Prescribed fire",2,8
"14191","Montana",2014,"Human","Prescribed fire",22,7
"14192","Montana",2014,"Human","Prescribed fire",80,7
"14193","Montana",2014,"Human","Prescribed fire",262.5,3
"14194","Montana",2014,"Human","Support action/Assist fire",2,1
"14195","Montana",2014,"Human","Support action/Assist fire",22,1
"14196","Montana",2014,"Human","Support action/Assist fire",262.5,1
"14197","Montana",2014,"Human","Support action/Assist fire",NA,2
"14198","Montana",2014,"Human","Unknown",0.05,133
"14199","Montana",2014,"Human","Unknown",2,24
"14200","Montana",2014,"Human","Unknown",22,4
"14201","Montana",2014,"Natural","Active/Suppressed",0.05,43
"14202","Montana",2014,"Natural","Active/Suppressed",2,65
"14203","Montana",2014,"Natural","Active/Suppressed",22,33
"14204","Montana",2014,"Natural","Active/Suppressed",80,12
"14205","Montana",2014,"Natural","Active/Suppressed",262.5,3
"14206","Montana",2014,"Natural","Active/Suppressed",1214,6
"14207","Montana",2014,"Natural","Natural out",0.05,2
"14208","Montana",2014,"Natural","Natural out",2,1
"14209","Montana",2014,"Natural","Support action/Assist fire",0.05,1
"14210","Montana",2014,"Natural","Support action/Assist fire",2,1
"14211","Montana",2014,"Natural","Support action/Assist fire",22,1
"14212","Montana",2014,"Natural","Unknown",0.05,163
"14213","Montana",2014,"Natural","Unknown",2,69
"14214","Montana",2014,"Natural","Unknown",22,7
"14215","Montana",2014,"Natural","Unknown",80,1
"14216","Montana",2014,"Natural","Unknown",262.5,1
"14217","Montana",2014,"Natural","Unknown",1214,1
"14218","Montana",2014,"Undetermined","Support action/Assist fire",NA,23
"14219","Montana",2015,"","Support action/Assist fire",NA,137
"14220","Montana",2015,"Human","",0.05,32
"14221","Montana",2015,"Human","",2,12
"14222","Montana",2015,"Human","",22,3
"14223","Montana",2015,"Human","",80,2
"14224","Montana",2015,"Human","",262.5,1
"14225","Montana",2015,"Human","Active/Suppressed",0.05,399
"14226","Montana",2015,"Human","Active/Suppressed",2,258
"14227","Montana",2015,"Human","Active/Suppressed",22,47
"14228","Montana",2015,"Human","Active/Suppressed",80,10
"14229","Montana",2015,"Human","Active/Suppressed",262.5,5
"14230","Montana",2015,"Human","Active/Suppressed",1214,6
"14231","Montana",2015,"Human","Active/Suppressed",5000,1
"14232","Montana",2015,"Human","Natural out",0.05,1
"14233","Montana",2015,"Human","Prescribed fire",2,5
"14234","Montana",2015,"Human","Prescribed fire",22,3
"14235","Montana",2015,"Human","Prescribed fire",80,1
"14236","Montana",2015,"Human","Prescribed fire",262.5,2
"14237","Montana",2015,"Human","Support action/Assist fire",80,1
"14238","Montana",2015,"Natural","",0.05,29
"14239","Montana",2015,"Natural","",2,23
"14240","Montana",2015,"Natural","",22,2
"14241","Montana",2015,"Natural","",80,3
"14242","Montana",2015,"Natural","",262.5,1
"14243","Montana",2015,"Natural","Active/Suppressed",0.05,321
"14244","Montana",2015,"Natural","Active/Suppressed",2,175
"14245","Montana",2015,"Natural","Active/Suppressed",22,71
"14246","Montana",2015,"Natural","Active/Suppressed",80,35
"14247","Montana",2015,"Natural","Active/Suppressed",262.5,14
"14248","Montana",2015,"Natural","Active/Suppressed",1214,19
"14249","Montana",2015,"Natural","Active/Suppressed",5000,11
"14250","Montana",2015,"Natural","Active/Suppressed",NA,2
"14251","Montana",2015,"Natural","Natural out",0.05,3
"14252","Montana",2015,"Natural","Natural out",2,1
"14253","Montana",2015,"Natural","Support action/Assist fire",NA,1
"14254","Montana",2015,"Undetermined","Active/Suppressed",2,1
"14255","Montana",2015,"Undetermined","Active/Suppressed",80,1
"14256","Montana",2015,"Undetermined","Support action/Assist fire",NA,24
"14257","Montana",2016,"","Support action/Assist fire",NA,152
"14258","Montana",2016,"Human","",22,1
"14259","Montana",2016,"Human","Active/Suppressed",0.05,398
"14260","Montana",2016,"Human","Active/Suppressed",2,153
"14261","Montana",2016,"Human","Active/Suppressed",22,34
"14262","Montana",2016,"Human","Active/Suppressed",80,6
"14263","Montana",2016,"Human","Active/Suppressed",262.5,7
"14264","Montana",2016,"Human","Active/Suppressed",1214,3
"14265","Montana",2016,"Human","Active/Suppressed",5000,1
"14266","Montana",2016,"Human","Prescribed fire",0.05,1
"14267","Montana",2016,"Human","Prescribed fire",2,4
"14268","Montana",2016,"Human","Prescribed fire",22,3
"14269","Montana",2016,"Human","Prescribed fire",80,1
"14270","Montana",2016,"Human","Prescribed fire",1214,2
"14271","Montana",2016,"Human","Support action/Assist fire",2,1
"14272","Montana",2016,"Human","Support action/Assist fire",22,1
"14273","Montana",2016,"Human","Support action/Assist fire",NA,2
"14274","Montana",2016,"Natural","",2,1
"14275","Montana",2016,"Natural","Active/Suppressed",0.05,189
"14276","Montana",2016,"Natural","Active/Suppressed",2,153
"14277","Montana",2016,"Natural","Active/Suppressed",22,87
"14278","Montana",2016,"Natural","Active/Suppressed",80,16
"14279","Montana",2016,"Natural","Active/Suppressed",262.5,14
"14280","Montana",2016,"Natural","Active/Suppressed",1214,8
"14281","Montana",2016,"Undetermined","Support action/Assist fire",NA,26
"14282","Nebraska",1990,"","Support action/Assist fire",NA,22
"14283","Nebraska",1990,"Human","Active/Suppressed",0.05,3
"14284","Nebraska",1990,"Human","Active/Suppressed",2,16
"14285","Nebraska",1990,"Human","Active/Suppressed",22,12
"14286","Nebraska",1990,"Human","Active/Suppressed",80,3
"14287","Nebraska",1990,"Human","Active/Suppressed",5000,1
"14288","Nebraska",1990,"Human","Support action/Assist fire",0.05,1
"14289","Nebraska",1990,"Natural","Active/Suppressed",0.05,1
"14290","Nebraska",1990,"Natural","Active/Suppressed",2,1
"14291","Nebraska",1990,"Natural","Active/Suppressed",22,1
"14292","Nebraska",1990,"Natural","Unknown",0.05,1
"14293","Nebraska",1990,"Natural","Unknown",2,1
"14294","Nebraska",1990,"Natural","Unknown",262.5,1
"14295","Nebraska",1991,"","Support action/Assist fire",NA,2
"14296","Nebraska",1991,"Human","Active/Suppressed",0.05,5
"14297","Nebraska",1991,"Human","Active/Suppressed",2,20
"14298","Nebraska",1991,"Human","Active/Suppressed",22,9
"14299","Nebraska",1991,"Human","Support action/Assist fire",0.05,1
"14300","Nebraska",1991,"Human","Support action/Assist fire",22,1
"14301","Nebraska",1991,"Human","Unknown",0.05,1
"14302","Nebraska",1991,"Natural","Active/Suppressed",0.05,1
"14303","Nebraska",1991,"Natural","Active/Suppressed",262.5,1
"14304","Nebraska",1991,"Natural","Natural out",0.05,1
"14305","Nebraska",1991,"Natural","Support action/Assist fire",0.05,1
"14306","Nebraska",1991,"Natural","Support action/Assist fire",262.5,1
"14307","Nebraska",1991,"Natural","Support action/Assist fire",1214,1
"14308","Nebraska",1991,"Natural","Unknown",0.05,1
"14309","Nebraska",1991,"Natural","Unknown",2,1
"14310","Nebraska",1992,"","Support action/Assist fire",NA,1
"14311","Nebraska",1992,"Human","Active/Suppressed",0.05,5
"14312","Nebraska",1992,"Human","Active/Suppressed",2,8
"14313","Nebraska",1992,"Human","Active/Suppressed",22,4
"14314","Nebraska",1992,"Human","Active/Suppressed",80,4
"14315","Nebraska",1992,"Human","Active/Suppressed",NA,1
"14316","Nebraska",1992,"Natural","Active/Suppressed",0.05,2
"14317","Nebraska",1992,"Natural","Active/Suppressed",22,1
"14318","Nebraska",1992,"Natural","Active/Suppressed",262.5,1
"14319","Nebraska",1992,"Natural","Natural out",0.05,1
"14320","Nebraska",1992,"Natural","Unknown",2,1
"14321","Nebraska",1993,"Human","Active/Suppressed",0.05,1
"14322","Nebraska",1993,"Human","Active/Suppressed",2,4
"14323","Nebraska",1993,"Human","Active/Suppressed",22,3
"14324","Nebraska",1993,"Human","Natural out",2,1
"14325","Nebraska",1993,"Natural","Active/Suppressed",0.05,1
"14326","Nebraska",1993,"Natural","Active/Suppressed",2,2
"14327","Nebraska",1993,"Natural","Active/Suppressed",22,1
"14328","Nebraska",1993,"Natural","Natural out",2,2
"14329","Nebraska",1994,"","Support action/Assist fire",NA,20
"14330","Nebraska",1994,"Human","Active/Suppressed",0.05,3
"14331","Nebraska",1994,"Human","Active/Suppressed",2,13
"14332","Nebraska",1994,"Human","Active/Suppressed",22,22
"14333","Nebraska",1994,"Human","Active/Suppressed",80,1
"14334","Nebraska",1994,"Human","Active/Suppressed",262.5,1
"14335","Nebraska",1994,"Human","Natural out",2,2
"14336","Nebraska",1994,"Human","Natural out",22,1
"14337","Nebraska",1994,"Natural","Active/Suppressed",0.05,6
"14338","Nebraska",1994,"Natural","Active/Suppressed",2,7
"14339","Nebraska",1994,"Natural","Active/Suppressed",22,3
"14340","Nebraska",1994,"Natural","Natural out",0.05,4
"14341","Nebraska",1994,"Natural","Natural out",2,1
"14342","Nebraska",1994,"Natural","Unknown",0.05,3
"14343","Nebraska",1994,"Natural","Unknown",2,8
"14344","Nebraska",1994,"Natural","Unknown",22,3
"14345","Nebraska",1994,"Natural","Unknown",80,2
"14346","Nebraska",1994,"Natural","Unknown",262.5,1
"14347","Nebraska",1995,"","Support action/Assist fire",NA,1
"14348","Nebraska",1995,"Human","Active/Suppressed",0.05,5
"14349","Nebraska",1995,"Human","Active/Suppressed",2,6
"14350","Nebraska",1995,"Human","Active/Suppressed",22,9
"14351","Nebraska",1995,"Human","Active/Suppressed",80,1
"14352","Nebraska",1995,"Human","Natural out",22,1
"14353","Nebraska",1995,"Human","Natural out",80,1
"14354","Nebraska",1995,"Human","Unknown",262.5,1
"14355","Nebraska",1995,"Natural","Active/Suppressed",0.05,2
"14356","Nebraska",1995,"Natural","Active/Suppressed",2,5
"14357","Nebraska",1995,"Natural","Active/Suppressed",22,8
"14358","Nebraska",1995,"Natural","Active/Suppressed",262.5,1
"14359","Nebraska",1995,"Natural","Active/Suppressed",1214,1
"14360","Nebraska",1995,"Natural","Active/Suppressed",5000,1
"14361","Nebraska",1995,"Natural","Natural out",0.05,1
"14362","Nebraska",1995,"Natural","Natural out",2,2
"14363","Nebraska",1995,"Natural","Unknown",0.05,1
"14364","Nebraska",1995,"Natural","Unknown",2,3
"14365","Nebraska",1995,"Natural","Unknown",22,4
"14366","Nebraska",1995,"Natural","Unknown",80,1
"14367","Nebraska",1995,"Natural","Unknown",5000,1
"14368","Nebraska",1996,"","Support action/Assist fire",NA,8
"14369","Nebraska",1996,"Human","Active/Suppressed",0.05,4
"14370","Nebraska",1996,"Human","Active/Suppressed",2,22
"14371","Nebraska",1996,"Human","Active/Suppressed",22,9
"14372","Nebraska",1996,"Human","Active/Suppressed",80,2
"14373","Nebraska",1996,"Human","Active/Suppressed",262.5,4
"14374","Nebraska",1996,"Human","Prescribed fire",80,1
"14375","Nebraska",1996,"Natural","Active/Suppressed",0.05,4
"14376","Nebraska",1996,"Natural","Active/Suppressed",2,2
"14377","Nebraska",1996,"Natural","Active/Suppressed",22,1
"14378","Nebraska",1996,"Natural","Natural out",0.05,1
"14379","Nebraska",1996,"Natural","Natural out",22,1
"14380","Nebraska",1996,"Natural","Unknown",2,5
"14381","Nebraska",1996,"Natural","Unknown",22,4
"14382","Nebraska",1997,"","Support action/Assist fire",NA,6
"14383","Nebraska",1997,"Human","Active/Suppressed",0.05,3
"14384","Nebraska",1997,"Human","Active/Suppressed",2,14
"14385","Nebraska",1997,"Human","Active/Suppressed",22,10
"14386","Nebraska",1997,"Human","Active/Suppressed",80,1
"14387","Nebraska",1997,"Human","Active/Suppressed",262.5,1
"14388","Nebraska",1997,"Human","Active/Suppressed",NA,1
"14389","Nebraska",1997,"Human","Natural out",0.05,1
"14390","Nebraska",1997,"Human","Natural out",22,1
"14391","Nebraska",1997,"Human","Prescribed fire",2,1
"14392","Nebraska",1997,"Human","Prescribed fire",22,1
"14393","Nebraska",1997,"Natural","Active/Suppressed",0.05,2
"14394","Nebraska",1997,"Natural","Active/Suppressed",2,3
"14395","Nebraska",1997,"Natural","Active/Suppressed",22,2
"14396","Nebraska",1997,"Natural","Active/Suppressed",80,1
"14397","Nebraska",1997,"Natural","Natural out",0.05,4
"14398","Nebraska",1997,"Natural","Natural out",2,2
"14399","Nebraska",1997,"Natural","Support action/Assist fire",0.05,1
"14400","Nebraska",1997,"Natural","Unknown",0.05,3
"14401","Nebraska",1997,"Natural","Unknown",2,2
"14402","Nebraska",1997,"Natural","Unknown",22,2
"14403","Nebraska",1998,"","Support action/Assist fire",NA,6
"14404","Nebraska",1998,"Human","Active/Suppressed",2,8
"14405","Nebraska",1998,"Human","Active/Suppressed",22,6
"14406","Nebraska",1998,"Human","Active/Suppressed",80,2
"14407","Nebraska",1998,"Human","Active/Suppressed",1214,1
"14408","Nebraska",1998,"Human","Natural out",2,3
"14409","Nebraska",1998,"Human","Prescribed fire",0.05,1
"14410","Nebraska",1998,"Human","Prescribed fire",2,1
"14411","Nebraska",1998,"Human","Prescribed fire",262.5,2
"14412","Nebraska",1998,"Human","Prescribed fire",1214,1
"14413","Nebraska",1998,"Human","Support action/Assist fire",NA,1
"14414","Nebraska",1998,"Human","Unknown",2,1
"14415","Nebraska",1998,"Human","Unknown",80,2
"14416","Nebraska",1998,"Natural","Active/Suppressed",0.05,1
"14417","Nebraska",1998,"Natural","Active/Suppressed",2,3
"14418","Nebraska",1998,"Natural","Active/Suppressed",22,2
"14419","Nebraska",1998,"Natural","Active/Suppressed",262.5,2
"14420","Nebraska",1998,"Natural","Active/Suppressed",1214,3
"14421","Nebraska",1998,"Natural","Unknown",0.05,5
"14422","Nebraska",1998,"Natural","Unknown",2,1
"14423","Nebraska",1998,"Natural","Unknown",80,1
"14424","Nebraska",1999,"","Support action/Assist fire",NA,7
"14425","Nebraska",1999,"Human","Active/Suppressed",0.05,4
"14426","Nebraska",1999,"Human","Active/Suppressed",2,22
"14427","Nebraska",1999,"Human","Active/Suppressed",22,12
"14428","Nebraska",1999,"Human","Active/Suppressed",80,3
"14429","Nebraska",1999,"Human","Active/Suppressed",262.5,2
"14430","Nebraska",1999,"Human","Active/Suppressed",5000,1
"14431","Nebraska",1999,"Human","Natural out",2,4
"14432","Nebraska",1999,"Human","Natural out",22,1
"14433","Nebraska",1999,"Human","Prescribed fire",2,1
"14434","Nebraska",1999,"Human","Prescribed fire",22,2
"14435","Nebraska",1999,"Human","Unknown",0.05,1
"14436","Nebraska",1999,"Natural","Active/Suppressed",0.05,1
"14437","Nebraska",1999,"Natural","Active/Suppressed",2,3
"14438","Nebraska",1999,"Natural","Active/Suppressed",22,2
"14439","Nebraska",1999,"Natural","Active/Suppressed",262.5,2
"14440","Nebraska",1999,"Natural","Natural out",2,1
"14441","Nebraska",1999,"Natural","Unknown",0.05,3
"14442","Nebraska",1999,"Natural","Unknown",2,3
"14443","Nebraska",1999,"Natural","Unknown",22,3
"14444","Nebraska",1999,"Natural","Unknown",262.5,1
"14445","Nebraska",2000,"","Support action/Assist fire",NA,12
"14446","Nebraska",2000,"Human","Active/Suppressed",0.05,4
"14447","Nebraska",2000,"Human","Active/Suppressed",2,13
"14448","Nebraska",2000,"Human","Active/Suppressed",22,9
"14449","Nebraska",2000,"Human","Active/Suppressed",80,7
"14450","Nebraska",2000,"Human","Active/Suppressed",262.5,4
"14451","Nebraska",2000,"Human","Active/Suppressed",NA,1
"14452","Nebraska",2000,"Human","Natural out",0.05,1
"14453","Nebraska",2000,"Human","Prescribed fire",22,2
"14454","Nebraska",2000,"Human","Support action/Assist fire",0.05,1
"14455","Nebraska",2000,"Human","Support action/Assist fire",2,1
"14456","Nebraska",2000,"Human","Support action/Assist fire",22,1
"14457","Nebraska",2000,"Human","Support action/Assist fire",262.5,1
"14458","Nebraska",2000,"Human","Unknown",0.05,1
"14459","Nebraska",2000,"Human","Unknown",2,1
"14460","Nebraska",2000,"Natural","Active/Suppressed",0.05,10
"14461","Nebraska",2000,"Natural","Active/Suppressed",2,4
"14462","Nebraska",2000,"Natural","Active/Suppressed",22,8
"14463","Nebraska",2000,"Natural","Active/Suppressed",80,5
"14464","Nebraska",2000,"Natural","Active/Suppressed",262.5,5
"14465","Nebraska",2000,"Natural","Active/Suppressed",1214,3
"14466","Nebraska",2000,"Natural","Active/Suppressed",5000,3
"14467","Nebraska",2000,"Natural","Natural out",22,1
"14468","Nebraska",2000,"Natural","Natural out",80,1
"14469","Nebraska",2000,"Natural","Unknown",0.05,5
"14470","Nebraska",2000,"Natural","Unknown",2,4
"14471","Nebraska",2000,"Natural","Unknown",22,1
"14472","Nebraska",2000,"Natural","Unknown",80,3
"14473","Nebraska",2000,"Natural","Unknown",1214,1
"14474","Nebraska",2000,"Natural","Unknown",5000,1
"14475","Nebraska",2001,"","Support action/Assist fire",NA,16
"14476","Nebraska",2001,"Human","Active/Suppressed",0.05,2
"14477","Nebraska",2001,"Human","Active/Suppressed",2,7
"14478","Nebraska",2001,"Human","Active/Suppressed",22,6
"14479","Nebraska",2001,"Human","Active/Suppressed",262.5,1
"14480","Nebraska",2001,"Human","Support action/Assist fire",262.5,1
"14481","Nebraska",2001,"Human","Unknown",0.05,1
"14482","Nebraska",2001,"Human","Unknown",80,1
"14483","Nebraska",2001,"Natural","Active/Suppressed",0.05,1
"14484","Nebraska",2001,"Natural","Active/Suppressed",2,2
"14485","Nebraska",2001,"Natural","Active/Suppressed",22,2
"14486","Nebraska",2001,"Natural","Active/Suppressed",1214,1
"14487","Nebraska",2001,"Natural","Unknown",0.05,4
"14488","Nebraska",2001,"Natural","Unknown",2,7
"14489","Nebraska",2001,"Natural","Unknown",22,1
"14490","Nebraska",2002,"","Support action/Assist fire",NA,31
"14491","Nebraska",2002,"Human","Active/Suppressed",0.05,5
"14492","Nebraska",2002,"Human","Active/Suppressed",2,48
"14493","Nebraska",2002,"Human","Active/Suppressed",22,41
"14494","Nebraska",2002,"Human","Active/Suppressed",80,6
"14495","Nebraska",2002,"Human","Active/Suppressed",262.5,3
"14496","Nebraska",2002,"Human","Active/Suppressed",5000,1
"14497","Nebraska",2002,"Human","Active/Suppressed",NA,13
"14498","Nebraska",2002,"Human","Natural out",0.05,1
"14499","Nebraska",2002,"Human","Natural out",2,2
"14500","Nebraska",2002,"Human","Prescribed fire",262.5,1
"14501","Nebraska",2002,"Human","Unknown",0.05,5
"14502","Nebraska",2002,"Human","Unknown",2,1
"14503","Nebraska",2002,"Human","Unknown",22,1
"14504","Nebraska",2002,"Natural","Active/Suppressed",0.05,13
"14505","Nebraska",2002,"Natural","Active/Suppressed",2,6
"14506","Nebraska",2002,"Natural","Active/Suppressed",22,3
"14507","Nebraska",2002,"Natural","Active/Suppressed",80,2
"14508","Nebraska",2002,"Natural","Active/Suppressed",NA,5
"14509","Nebraska",2002,"Natural","Natural out",0.05,1
"14510","Nebraska",2002,"Natural","Natural out",2,3
"14511","Nebraska",2002,"Natural","Unknown",0.05,7
"14512","Nebraska",2002,"Natural","Unknown",2,7
"14513","Nebraska",2003,"","Support action/Assist fire",NA,9
"14514","Nebraska",2003,"Human","Active/Suppressed",0.05,3
"14515","Nebraska",2003,"Human","Active/Suppressed",2,40
"14516","Nebraska",2003,"Human","Active/Suppressed",22,16
"14517","Nebraska",2003,"Human","Active/Suppressed",80,3
"14518","Nebraska",2003,"Human","Active/Suppressed",262.5,2
"14519","Nebraska",2003,"Human","Natural out",0.05,2
"14520","Nebraska",2003,"Human","Prescribed fire",0.05,1
"14521","Nebraska",2003,"Human","Prescribed fire",22,1
"14522","Nebraska",2003,"Human","Prescribed fire",80,1
"14523","Nebraska",2003,"Human","Unknown",0.05,1
"14524","Nebraska",2003,"Human","Unknown",2,2
"14525","Nebraska",2003,"Human","Unknown",262.5,1
"14526","Nebraska",2003,"Natural","Active/Suppressed",0.05,1
"14527","Nebraska",2003,"Natural","Active/Suppressed",2,3
"14528","Nebraska",2003,"Natural","Active/Suppressed",22,2
"14529","Nebraska",2003,"Natural","Natural out",0.05,1
"14530","Nebraska",2003,"Natural","Support action/Assist fire",0.05,3
"14531","Nebraska",2003,"Natural","Support action/Assist fire",2,1
"14532","Nebraska",2003,"Natural","Unknown",0.05,4
"14533","Nebraska",2003,"Natural","Unknown",2,5
"14534","Nebraska",2003,"Natural","Unknown",22,1
"14535","Nebraska",2004,"","Support action/Assist fire",NA,4
"14536","Nebraska",2004,"Human","Active/Suppressed",0.05,1
"14537","Nebraska",2004,"Human","Active/Suppressed",2,60
"14538","Nebraska",2004,"Human","Active/Suppressed",22,23
"14539","Nebraska",2004,"Human","Active/Suppressed",80,3
"14540","Nebraska",2004,"Human","Active/Suppressed",262.5,2
"14541","Nebraska",2004,"Human","Natural out",0.05,1
"14542","Nebraska",2004,"Human","Prescribed fire",0.05,2
"14543","Nebraska",2004,"Human","Prescribed fire",22,1
"14544","Nebraska",2004,"Human","Support action/Assist fire",2,1
"14545","Nebraska",2004,"Human","Unknown",2,1
"14546","Nebraska",2004,"Human","Unknown",22,1
"14547","Nebraska",2004,"Natural","Active/Suppressed",0.05,1
"14548","Nebraska",2004,"Natural","Active/Suppressed",2,5
"14549","Nebraska",2004,"Natural","Active/Suppressed",22,1
"14550","Nebraska",2004,"Natural","Natural out",2,3
"14551","Nebraska",2004,"Natural","Natural out",22,1
"14552","Nebraska",2004,"Natural","Unknown",0.05,2
"14553","Nebraska",2004,"Natural","Unknown",2,3
"14554","Nebraska",2005,"","Support action/Assist fire",NA,3
"14555","Nebraska",2005,"Human","Active/Suppressed",0.05,1
"14556","Nebraska",2005,"Human","Active/Suppressed",2,62
"14557","Nebraska",2005,"Human","Active/Suppressed",22,24
"14558","Nebraska",2005,"Human","Active/Suppressed",80,9
"14559","Nebraska",2005,"Human","Active/Suppressed",262.5,4
"14560","Nebraska",2005,"Human","Natural out",80,1
"14561","Nebraska",2005,"Human","Prescribed fire",22,6
"14562","Nebraska",2005,"Human","Prescribed fire",262.5,3
"14563","Nebraska",2005,"Human","Prescribed fire",NA,2
"14564","Nebraska",2005,"Human","Support action/Assist fire",2,1
"14565","Nebraska",2005,"Human","Unknown",2,1
"14566","Nebraska",2005,"Natural","Active/Suppressed",2,4
"14567","Nebraska",2005,"Natural","Active/Suppressed",22,3
"14568","Nebraska",2005,"Natural","Support action/Assist fire",NA,2
"14569","Nebraska",2005,"Natural","Unknown",0.05,2
"14570","Nebraska",2005,"Natural","Unknown",2,1
"14571","Nebraska",2005,"Natural","Unknown",80,1
"14572","Nebraska",2006,"","Support action/Assist fire",NA,4
"14573","Nebraska",2006,"Human","Active/Suppressed",0.05,2
"14574","Nebraska",2006,"Human","Active/Suppressed",2,23
"14575","Nebraska",2006,"Human","Active/Suppressed",22,13
"14576","Nebraska",2006,"Human","Active/Suppressed",80,1
"14577","Nebraska",2006,"Human","Active/Suppressed",1214,1
"14578","Nebraska",2006,"Human","Prescribed fire",22,1
"14579","Nebraska",2006,"Human","Support action/Assist fire",2,1
"14580","Nebraska",2006,"Human","Support action/Assist fire",NA,6
"14581","Nebraska",2006,"Human","Unknown",5000,1
"14582","Nebraska",2006,"Natural","Active/Suppressed",0.05,2
"14583","Nebraska",2006,"Natural","Active/Suppressed",2,4
"14584","Nebraska",2006,"Natural","Active/Suppressed",22,1
"14585","Nebraska",2006,"Natural","Active/Suppressed",80,1
"14586","Nebraska",2006,"Natural","Active/Suppressed",262.5,1
"14587","Nebraska",2006,"Natural","Unknown",0.05,5
"14588","Nebraska",2006,"Natural","Unknown",2,6
"14589","Nebraska",2006,"Natural","Unknown",22,1
"14590","Nebraska",2006,"Natural","Unknown",80,1
"14591","Nebraska",2006,"Natural","Unknown",262.5,1
"14592","Nebraska",2006,"Natural","Unknown",5000,2
"14593","Nebraska",2007,"Human","Active/Suppressed",0.05,1
